,Open,High,Low,Close,Volume,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume
4560,0.3497448213749668,0.41815718157181386,0.35658699277375816,0.38025494982370106,0.008857626289594616,0.008911274224681047,0.021468926553672316,0.008587200536571827,0.008648649702284515
4561,0.4539177424196894,0.4159891598916021,0.3952195664257954,0.3989693517765222,0.0074775398636742355,0.007526844327089451,0.020338983050847456,0.010752882006723932,0.010832707574109639
4562,0.40438306814771874,0.42872628726287504,0.38076709282934723,0.4057499321941997,0.006044119843772942,0.0060823518315764775,0.024858757062146894,0.004110381378123074,0.004140459133667799
4563,0.44401080756529315,0.4387533875338736,0.37437465258476216,0.34906427990236133,0.0044094770609237515,0.00443724792775858,0.022598870056497175,0.002279435692034376,0.0022968827133755167
4564,0.39867907535275426,0.44905149051490834,0.383268482490274,0.3978844589096857,0.016506216125996474,0.016608507748060133,0.04067796610169491,0.015466844529369878,0.015575395851696733
4565,0.43710597418193026,0.4425474254742538,0.42329071706503296,0.4209384323298143,0.003093985904207341,0.003112326556628959,0.005649717514124294,0.0020910885377702867,0.002105655778211977
4566,0.43830681477035,0.4430894308943164,0.4010561423012681,0.35720097640358206,0.001179076147410654,0.0011857034313216672,0.011299435028248588,6.402560029439344e-05,6.444954797295457e-05
4567,0.3938757129990966,0.36260162601626256,0.31128404669260923,0.30539734201248386,0.006744468551984425,0.006776964176334539,0.012429378531073447,0.0022906246318916486,0.0023047263462518926
4568,0.35755028519964716,0.38130081300812746,0.39855475264035123,0.4193110930295644,0.0046801822351535535,0.004709924004318969,0.006779661016949152,0.00684576636934131,0.006894922493575161
4569,0.4776343440408328,0.4642276422764291,0.38493607559755194,0.3333333333333333,0.00726824269207584,0.007317392638144977,0.023728813559322035,0.003915818146160499,0.0039461718063329
4570,0.3686580606424632,0.4214092140921411,0.31156197887715553,0.3742880390561533,0.00707360694671124,0.007116468067173048,0.020338983050847456,0.0064031816372091925,0.006448682539799882
4571,0.43860702491744163,0.439566395663953,0.4280155642023303,0.3967995660428492,0.003916088195490783,0.003942418745225602,0.00903954802259887,0.005728115599153744,0.005771360994492063
4572,0.44341038727109927,0.43821138211382066,0.4099499722067701,0.41198806617847344,0.005002946096735241,0.0050339181250044765,0.022598870056497175,0.001855809996882637,0.0018691911193199464
4573,0.4437105974181909,0.4338753387533972,0.40272373540856576,0.3845945212910277,0.006966727274311248,0.0070069894214504925,0.013559322033898305,0.008453865669939328,0.00851039391667762
4574,0.4326028219753962,0.4631436314363136,0.43663146192328595,0.4106319500949302,0.00472820371818019,0.004755039190056987,0.01807909604519774,0.005220572855072459,0.005254827341018977
4575,0.4542179525667917,0.4647696476964724,0.3871595330739225,0.4214808787632277,0.0033011582314240264,0.003317130805546387,0.02711864406779661,0.0008251843144738572,0.0008300992685158616
4576,0.4013809666766854,0.3585365853658559,0.32045580878265756,0.2999728776783303,0.006731294516817825,0.006758395848574311,0.02937853107344633,0.005794938434412454,0.005823529921716433
4577,0.3833683578504958,0.44417344173442225,0.42412451361867193,0.44399240574993326,0.013413080159541816,0.013484639287961002,0.03954802259887006,0.014574526575752386,0.014662852493179118
4578,0.45031522065446217,0.41707317073170797,0.40327959977764855,0.40656360184431983,0.0030606258474145,0.0030759579419865454,0.012429378531073447,0.0019537132206337727,0.0019660729642377904
4579,0.45932152506755164,0.494579945799461,0.4799888827126205,0.47355573637104226,0.019888968381678147,0.01997491001521384,0.04519774011299435,0.0023779605235553602,0.0023917782739924236
4580,0.5592915040528424,0.5078590785907868,0.43385214007781286,0.37537293192297055,0.04216966159940862,0.04232126092850458,0.12090395480225989,0.004615437691124964,0.004638987869507309
4581,0.423896727709409,0.47723577235772846,0.3993885491939902,0.44155139679957284,0.02250698914438254,0.02254452570808325,0.07909604519774012,0.007299850845215625,0.007324219544095211
4582,0.46622635845091454,0.3658536585365802,0.3963312951639807,0.3984269053430991,0.015343713764763154,0.015363641262594964,0.05423728813559322,0.011319788292825744,0.011347910437554353
4583,0.3974782347643452,0.3856368563685702,0.39021678710394186,0.3778139408733406,0.026010857529821664,0.02604511794112511,0.06892655367231638,0.009465532315367729,0.009498679006946337
4584,0.39237466226358525,0.5265582655826614,0.431350750416896,0.30078654732846005,0.021277554185125367,0.021316791645608797,0.09152542372881356,0.013438538376354288,0.013479757269862733
4585,0.4178925247673423,0.4260162601626007,0.24986103390772438,0.3824247355573644,0.02424999899069892,0.02425811819675206,0.10056497175141244,0.012013813367861573,0.012032548117260473
4586,0.4259981987391249,0.4338753387533876,0.4480266814897147,0.429075128831035,0.0008837227783530205,0.0008852545512153619,0.004519774011299435,0.0012926333573999142,0.0012959363064281876
4587,0.48574001801261546,0.4401084010840156,0.41578654808226256,0.34363981556821743,0.016411235582134056,0.01642573079669893,0.04293785310734463,0.017267953042505852,0.017297814389006287
4588,0.4118883218252755,0.3962059620596217,0.3432462479155052,0.3496067263357748,0.016187701953178205,0.01620040230042718,0.04067796610169491,0.0149773284106142,0.015003704794214779
4589,0.3905734013809823,0.4222222222222205,0.3526959421901097,0.405478708977493,0.007314351815158938,0.007323185517277309,0.02824858757062147,0.006520665505710555,0.006535523528981326
4590,0.36565595917141913,0.40460704607046155,0.3632573652028797,0.32411174396528575,0.003573988250035538,0.0035801860963717877,0.010169491525423728,0.0036124735544744413,0.0036223400998892227
4591,0.3953767637346186,0.41002710027100053,0.4249583101723208,0.4703010577705521,0.006281677445648074,0.006294222517911176,0.023728813559322035,0.004635639943645039,0.004649232373256694
4592,0.5103572500750551,0.5235772357723606,0.3866036687048299,0.3824247355573644,0.0041434465443337095,0.004149071001472931,0.022598870056497175,0.00039285611054423937,0.0003941202292019787
4593,0.37976583608526854,0.36937669376694354,0.3690939410783722,0.343097369134804,0.004407352216542041,0.004409925681608075,0.014689265536723164,0.0,0.0
4594,0.42659861903332946,0.4455284552845546,0.39299610894941495,0.36099810143748573,0.008290505324116326,0.008300000257902021,0.030508474576271188,0.004470913884635192,0.004481204087697059
4595,0.41879315520864907,0.434146341463414,0.42162312395775503,0.39896935177651255,0.005403054293811158,0.0054072295189675655,0.014689265536723164,6.309318863962072e-05,6.323563169907423e-05
4596,0.47913539477635486,0.4436314363143693,0.38187882156753256,0.44019528071603925,0.011226827775200815,0.011232284448650499,0.04293785310734463,0.006005974272276014,0.00601552010474112
